name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success
The Monarch Motel â€“ Moscow's Mid-Century Boutique Experience,"Transforming a Mid-Century Modern gem & celebrating creative culture in a vibrant college townâ€”happy, modern, a little nostalgicâ€¦ LOVE!",75000,60,46.732387,-117.000165,design,architecture,0,0
Dreams Come True,"Little known gems of tunes sung by the lushest, richest jazz vocalist that you've yet to hear",1750,30.04166667,44.052069,-123.086754,music,jazz,0,0
High From Texas: Season 1,"In the year 2023, an eccentric couple opens the first marijuana dispensary in Texas despite pressure from their small town's citizens.",25000,30,30.267153,-97.743061,film & video,webseries,0,0
The Clarendon treasure,"Our goal is to research and discover the Clarendon treasure, and film every step of the way",250,30,34.746481,-92.289595,journalism,video,0,0
Hail Seitan,"Bridging the gap between plastic GMO fast-""food"" and a naked hippie rolling granola in an old growth forest.",5000,27.99859954,45.515232,-122.678385,food,vegan,0,0
Ade Adu's Debut Album,Singer-Songwriter Ade Adu needs your help with his long-awaited debut album!,5000,30,42.886447,-78.878369,music,pop,0,0
Project Child: Origins,"Project Child: Origins is an action-packed sci-fantasy web series prequel to the novel by Robin Deeter, Project Child Awakenings.",32000,44.95833333,34.052234,-118.243685,film & video,action,0,0
Wildchild of the Universe,"Pre order my self-published immersive poetry book. A collection of poems, letters,and film that support the emancipation of the heart.",5600,27.04166667,52.520007,13.404954,publishing,art books,0,0
Lucie Lee Dance Company- dance and digital technologies,This project combines dance with digital technologies to explore the 4d experiences and its transparency into theatre.,250,40,53.810818,-1.76261,dance,performances,0,0
DevilBase Music,I am trying to finish a 45 minute film that is half filmed and a soundtrack album for it. I have sacrificed everything to get half way!,2480,59.97012731,51.430921,-0.09365,film & video,music videos,0,0
Feed Your 3D Printer,"Need perfect 3D models to print, start with us.",3000,45,45.501689,-73.567256,technology,3d printing,0,0
Urban Legends,"Urban Legends is a fine art collection, capturing an intimate view of young adult life, in a small Florida town",5000,30,30.421309,-87.216915,photography,fine art,0,0
WEB SÃ‰RIE JUSTICE,"Producteur d'une Web SÃ©rie, de super hÃ©ros, rÃ©alisÃ© et crÃ©e par des jeunes passionnÃ©s de comics et de cinÃ©ma.",3000,30,45.764043,4.835659,film & video,science fiction,0,0
Festival Crashers,"Annually there are hundreds of food festivals, I want to create a web series about them.  The tasty, the horrible, the what was that.",6000,30,35.227087,-80.843127,food,events,0,0
Therapy Podcast,"A podcast where a licensed therapist gives humor-filled therapy to ""patients"" who email in with their problems regarding weekly topics.",2500,30.04166667,41.878114,-87.629798,journalism,audio,0,0
Heliosphere Jr. Lands in Arizona!,This cosmic cast of characters takes you on a journey through the solar system in search of their missing model of the Heliosphere.,50000,60,33.448377,-112.074037,theater,musical,0,0
"""A Strange Meeting"" - Oper zum Friedensgedenken 1918-2018","Oper â€œStrange Meetingâ€ zum 100. Gedenkjahr des Ende des 1. Weltkrieges am 11.11.2018 - Musik von Norbert Zehm, Text von Peter Wolf",3000,60,48.208174,16.373819,music,classical music,0,0
Tutomade - Enceinte DIY 2.1 100W Eco-Friendly,Enceinte hifi stereo 2.1 customisable et Ã  assembler soi-mÃªme. Evolutive et Ã©co-friendly. ConnectivitÃ© bluetooth 4.2 et jack 3.5mm.,50000,29.95833333,48.856614,2.352222,technology,sound,0,0
"Bloodletter ""Under the Dark Mark"" LP Vinyl Pressing","Chicago thrash metal maniacs Bloodletter hope to bring you their first LP ""Under the Dark Mark"" in a vinyl record format!",3500,32.36452546,41.878114,-87.629798,music,metal,0,0
South Beach Junker Run,College students buying junk cars and running them to Miami!,5000,30,25.790654,-80.130045,film & video,experimental,0,0
Build a Computer Kit,"We are making affordable computers for those who may not be able to afford them, or to those who need them.",1250,30,37.338208,-121.886329,technology,diy electronics,0,0
Agua Fesca Soy Candles and Fragrances For the Home and Body!,Agua Fresca candles are made with 100% Soy wax which can also be used as a massage balm lotion.,1500,30.04166667,18.465539,-66.105735,crafts,candles,0,0
Goodnight Tatyana,Goodnight Tatyana is a children's t-shirt line for girls (ages 2-6) created to inspire girls to believe in themselves!,5500,15,33.448377,-112.074037,fashion,childrenswear,0,0
Desire Of 4,We are Currently working on our single called â€œDesireâ€ and also working on our EP called â€œLETTERSâ€,70000,59.95833333,33.748995,-84.387982,music,r&b,0,0
Michelin Scookbook,"Scookbook is all that you will ever need in order to create ether existing, or make your own Michelin Star worthy dishes, at your home.",75000,60,55.676097,12.568337,food,cookbooks,0,0
"""Sticky Note"" Happy Walls","Basically I'm making 'Happy Walls' , using sticky note pads and drawing 'happy faces' and sticking them on boring plain walls.",200,30,-33.86882,151.209295,design,interactive design,0,0
TWiiNZ & The Order of The Black Wolf,"A graphic Sci-Fantasy comic (webcomic) focusing on a story set place in a distorted world, our world, but with a serious twist.",8000,58.21134259,41.878114,-87.629798,comics,webcomics,0,0
Drone retractable landing gear for quadcopter hexacopter,"Drone RETRAX are a retractable landing gear system for your tricopter, quadcopter or hexacopter. F450, F550, TBS, F330 and many more.",10000,22.30625,38.951705,-92.334072,technology,flight,0,0
Archer: The Revolutionary Desktop Combat Robot,Join the battle on your desk. Fight side by side with your friends as a crew against another. Become a battle robot master.,80000,35,22.258759,114.19107,technology,robots,0,0
Catfe Diem Cat CafÃ© & Record Shop,"Providing an awesome, artsy space for adoptable cats and a relaxing spot for humans to telework, shop, study, and play with cute cats.",25000,30,38.840391,-77.428877,food,spaces,0,0
Lu'um na',Busca crear una pÃ¡gina y patrocinar el transporte para la venta y difusiÃ³n de productos creados por comunidades dentro de la R. Cuxtal,30000,30,20.96737,-89.592586,food,farmer's markets,0,0
From student to beekeeper,The photography project aims to show challenges & successes of a  student attempting to continue his family beekeeping heritage.,500,15,45.557185,-75.504591,photography,nature,0,0
NATURA E ARTE - API E MURANO,"API e MAESTRI VETRAI DI MURANO, spiriti affini,cosÃ¬ fragili e belli, simboli di sopravvivenza umana e culturale del paese.",100000,45,45.458986,12.352345,art,installations,0,0
Tales of Beedle the Bard: The Fountain of Fair Fortune,Three witches and a luckless knight fight through obstacles for their chance to bathe in the magical Fountain of Fair Fortune.,25000,30.01400463,34.052234,-118.243685,film & video,fantasy,0,0
ramen for breakfast,"Monthly Zine publishing my fiction, poetry, and reviews on music, books, and film",3500,60,32.080899,-81.091203,publishing,zines,0,0
Shapeshift Bikes,Recycling old bikes into simple machines.,5000,56.30402778,39.115662,-77.563601,technology,fabrication tools,0,0
Pocket Gamer: Video Game Controller for iPhone,The case that turns your smartphone into a mobile gaming console,68000,30,37.441883,-122.143019,games,gaming hardware,0,0
Rescue Me,An original motion picture about one dogs journey to find a family.,85000,20,34.092809,-118.328661,film & video,family,0,0
God's Sense of Humor,"After reuniting with an old flame, Regina feels true love has finally found her until someone new shows up making her question it all.",5000,30,41.081445,-81.519005,film & video,movie theaters,0,0
Herbs,Herbal tea time under a pergola,5500,30,39.762823,-86.399717,food,community gardens,0,0
Every Holiday New York Calendar,A new York themed calendar to bring awareness of how much goes in the NY in a year and also a day. The calendar is a 3 x 7 pocket sized,1200,8,40.712775,-74.005973,publishing,calendars,0,0
Artists Dream Ceramics Studio,I have a great opportunity to buy everything I need to start my own ceramic studio for cheap so I can finally dedicate my life to art!,2200,30,33.748995,-84.387982,art,ceramics,0,0
Music {Space},"Help renovate a building for Music {Space}, an innovative music program that exchanges volunteering efforts with access to music.",100000,60,40.440625,-79.995886,design,civic design,0,0
Project: GirlSpire,"GirlSpire is Project R.E.A.D.â€™s 1st global social change initiative, where women and girls inspire one another via literature and art.",5000,30,39.290385,-76.612189,publishing,anthologies,0,0
Nightingale Horses,HORSE SLAUGHTER:One of the ugliest realities in America&around the world.Creating a facility for horses& a photo book to raise awarenes,15000,29.95833333,34.280492,-119.29452,photography,animals,0,0
Make 100: Tabletop Dilemma - Crit Failure Tote,"The D&D themed tote, 99 Problems and A Botch Is One ft. Sneak Dragon & RNG",2100,30,32.460976,-84.987709,art,textiles,0,0
The Cion Cube,"A truly monumental 5x5x5 puzzle cube consisting of 23 irregular shaped pieces, all you have to do is try and put it back together!",2000,30,52.879275,-2.057187,games,puzzles,0,0
Sustainable Transformable Business Atirre,"Sustainable clothing with multiple options for wearing, so that 1 item can be turned into multiple outfits.",60000,30,52.520007,13.404954,fashion,couture,0,0
Nothing Good Happens After 2AM,This summer Retrograde Theatre Co. will present it's first production at the Philly Fringe Festival. Please consider donating today :),750,60,39.952584,-75.165222,theater,festivals,0,0
3D Printed Hippo sculpture,I'm looking to create a 3D printed hippo sculpture that can be mass produced. It uses a glass stem and bowl.,1500,30,61.580876,-149.44106,crafts,printing,0,0
Tracking Life in the Path of the Sun: The Sound of Thunder,"One thousand miles of forests, one billionaire, and one river rat. Join us as we track life to a sunnier solution for Western energy.",30000,23.64866898,41.14411,-111.923274,journalism,photo,0,0
Water-proof & tear resistant camping journal,"The all new water-resistant & tear proof camping journal. Write above water, under water or standing in the rain.",2500,30,36.372854,-94.208817,crafts,stationery,0,0
STEMBILITY: More than just a HackerSpace!,The first HackerSpace that will change the future of college students and inspire the world.,40000,30,33.787914,-117.853101,technology,makerspaces,0,0
Imaginary Forces,Imaginary Forces is a contemporary fantasy comic book with a strong late 80s/90s influence. Think Stranger Things meets Shazam!,5000,30,43.653226,-79.383184,comics,graphic novels,0,0
Simple Study Planner,Planner For Students By Students,5000,30,34.092809,-118.328661,publishing,literary journals,0,0
"Immortal Mics:  Extreme Action, 3D Microphones for GoPro","Immortal Mics are the world's first wearable, ruggedized, 3D / binaural microphones for action sports cameras like GoPro.",35000,35,30.267153,-97.743061,technology,camera equipment,0,0
Atmospheric Pressure vs Seeds & Cloning,To study the effects of Atmospheric Pressure & Genetic Mutation of tomato plant clones and seeds through the use of High Power Rocketry,1000,30,44.636511,-123.105928,technology,space exploration,0,0
Vollans MagicFeature length DVD,"A feature length, quality production of me performing close up magic and sleight of hand for real people!",600,45,43.464258,-80.52041,theater,immersive,0,0
The Lighthouse,"A Heart Felt Film, about the second chances life offers. And what it takes to seize them. While showing the Beauty of Northern CA",65000,30,37.338208,-121.886329,film & video,romance,0,0
Lemon Squeeze: My First Feature,"Over the course of a weekend in LA, Lemon Squeeze chronicles the evolution of three childhood besties and how friendships go sour.",50000,23.70606481,34.052234,-118.243685,film & video,narrative film,0,0
An Old Fashion Butcher Shop,You must be All In to make this happen! Be a part of history in Virginia!!!,650000,50,38.846224,-77.306373,food,bacon,0,0
Amazing Grace-Concert Movie,"We need your help to create a concert movie for the Austrian concert ""Amazing Grace"".",200,30,48.30694,14.28583,film & video,festivals,0,0
21st Century Holy Bible,A version of the Bible translated into the 21st century's version of the English language.,5000,30,41.09978,-80.649519,publishing,translations,0,0
Rock N' Roll Through America,"I want to ride my bike through every state in the country, playing at open-mic nights. I will record it all with my GoPro on Facebook.",500,30,33.30616,-111.84125,music,blues,0,0
LA PILA PUNK desea celebrar 13Âº Aniversario publicando un CD,"LA PILA PUNK en colaboraciÃ³n con el sello independiente malagueÃ±o COLLECTOR'S SERIES, desea publicar un gran CD de estudio",1000,36.09219907,36.721261,-4.421265,music,punk,0,0
Crochet para la vida,Cursos de crochet (tejido) para sobrellevar la depresiÃ³n y ansiedad.,33700,45,23.634501,-102.552784,crafts,crochet,0,0
Cryptid #1 - A Digital Horror Anthology Comic,Cryptid - a horror comic series. Each issue presents an original tale about a local monster legend that is equal parts suspense & gore!,2300,30,32.525152,-93.750179,comics,anthologies,0,0
Shana Designs bow ties and Monogramming,Passion and Fashion,1800,30,35.227087,-80.843127,crafts,embroidery,0,0
New Music from Khalil and Kelvin Crespo,Making their music dreams become a reality. These 2 Young Latin artists have the gift and passion to make music but lack the resources.,8000,30.04166667,28.291956,-81.407571,music,latin,0,0
Cactus Paws,Quality stylish sandals for dogs focused on protecting their paws from the hot summer pavement.,20000,30,33.448377,-112.074037,fashion,pet fashion,0,0
Support RDS-5OO: Red Dot Studios New Multi-Use Art Space,"More than beautiful, shared spaces. We want to build a community. A place you join as an individual, 'me', but where you become WE.",92000,51.3284375,26.011201,-80.14949,theater,spaces,0,0
Outstanding Starz are growing and we need more space.,The Outstanding Starz Team Organization is expanding into our Community! We are looking to obtain and remodel a new dance space.,10000,30,38.627003,-90.199404,dance,spaces,0,0
Sun City Scifi Fan Expo,"Sun City Scifi Fan Expo is a family oriented science fiction convention held at the El Paso  Convention Center in El Paso, Tx.",2000,30,31.761878,-106.485022,comics,events,0,0
"Custom laser engraved glass,wood and more...","Retiring service member due to injuries. Learned to laser engrave glass & wood. Looking to customize bottles, glasses and more.",16000,30,45.515232,-122.678385,crafts,glass,0,0
"Projekt S - Selfesteem, self-worth, strength","A self-development workshop for girls (10-16 yrs), aiming to build selfesteem and a positive bodyimage, through creative dance & yoga.",7000,30,55.676097,12.568337,dance,workshops,0,0
Das allgemeine Saufgesetz (aSg),Ein lustiges Gesetzbuch Ã¼ber das Trinken mit Freunden. Es ist als Gag gedacht und soll lediglich der Unterhaltung dienen.,1000,60.04166667,50.907182,14.326235,publishing,comedy,0,0
Holiday Stockings and other Christmas things :),Christmas is coming before we know it. Let me help you give small gifts or gift cards in a unique way with hand knit stockings :),100,30,32.515985,-93.732123,crafts,knitting,0,0
Bring laughs to New England,"I am Tasha She So Crazy, a new comedian who's putting together a comedy tour across New England. It ft. Me, and other great comics.",20000,60,41.765804,-72.673372,theater,comedy,0,0
Ceramics at the Homestead: The Tinkling Kiln,Creating a ceramic studio for our homestead to enjoy and share.,5000,30,39.993144,-74.787939,crafts,pottery,0,0
Weaving Dream - Can I make it?,I want to try out my dream to have weaving as my parttime professional. Long fluffy blankets for does cozy times.,30000,30.04166667,63.176683,14.636068,crafts,weaving,0,0
Studio Fabric Cutter Starter Kit,Help me to be employable ! Please and thank you :),3000,30,45.160871,-75.462046,crafts,quilts,0,0
Decatur Kids Got Talent,Decatur Kids Got Talent will be showcasing Decatur's most talented kids from kindergarten through 8th grade. Sat. March 31st 2018!,550,60,39.840315,-88.9548,music,kids,0,0
Mystic Circus Tour Van,We are $650 dollars away from buying our tour van after a venue wrote us a $650 bad check! Help get this awesome troop on the road!,650,8.764166667,33.448377,-112.074037,theater,experimental,0,0
MTx647317,"This will be an art installation, complimented with a visual storyline.  Will touch on topics of life & death, love + abandonment.",25000,60,34.052234,-118.243685,art,video art,0,0
WOOD U PLAY,Bring your creations to life and get them out of the box with Woody's help!,9000,24,52.406822,-1.519693,design,toys,0,0
Stay at home game.,This card game will  keep you and your family entertained at any time.,4400,33,41.878114,-87.629798,games,playing cards,0,0
Tectonics T-Shirt by Cruel Diagonals,Limited edition all-over print of Cruel Diagonals original artwork on 100% cotton t-shirt.,1500,14.55417824,34.147785,-118.144515,fashion,apparel,0,0
Swap Fire: Season 2 for Nintendo Switch,Multiplayer FPS with a twist. Season 1 is out now on Nintendo Wii U eShop BUT we want to make the SWITCH with Season 2!,5000,15,36.850769,-76.285873,games,video games,1,15
Adrift and at Peace: Resin Miniature Kits of Man and Nature,"Two resin vignette miniature kits, 'Arctic Encounter' (1:35 scale) and 'the Wanderer' (1:20 scale).",2200,30,55.676097,12.568337,games,tabletop games,1,30
Standard Crow Behavior: Debut Album,Eclectic German-American folk trio aiming to release our first album. Please help us 'crow'fund our music into existence!,9800,28.40971065,51.050409,13.737262,music,country & folk,1,28.40971065
Writing from Right to Left:  An Iranian Memoir,"A Basiji, a junkie prince, a trichotillomaniac cousin, war refugees an & more fascinating profiles explain an unseen Iranian era.",5000,28,39.083997,-77.152758,publishing,nonfiction,1,28
"Forever, Ally - a short film","Based on a poem, the film follows exchanges between a gay black man named Ronaldo and a recently deceased neighborhood cat named Ally.",7000,23.4878588,40.678178,-73.944158,film & video,shorts,1,23.48799769
The Minimalistâ€™s Wall Calendar | Visualize Your Year,"Minimalist, forgiving, and beautiful. A wall calendar designed to make 2021 feel like a breath of fresh air.",1200,31.31938657,42.373616,-71.109733,design,product design,1,31.31938657
"BraveBrains: Help, Hope & Healing for Children",BraveBrains is a comprehensive training and resource platform based on the trauma-informed book series Riley the Brave.,20395,28.66510417,39.744655,-75.548391,publishing,children's books,1,28.66510417
Antikvanti+,"Antikvanti stÃ¤nger lagom till tioÃ¥rskalaset 2018, men tillsammans Ã¶ppnar vi istÃ¤llet Antikvanti+.",25000,60.04166667,55.579053,13.01087,publishing,literary spaces,1,60.04167824
The Heist EP,"Phantomime's official KickStarter campaign for our upcoming release ""The Heist"" EP. 6 brand new spanking songs.",1500,29.95833333,26.368306,-80.128932,music,rock,1,29.95833333
COLOR YOUR HAPPY DINOSAURS,a printable coloring book for children,100,26.33331019,47.497912,19.040235,art,illustration,1,26.33331019
Pins of the Rainbow,A set of enamel pins featuring many colors of the rainbow!,500,17.52914352,44.977753,-93.265011,fashion,accessories,1,17.52914352
"""GOSPEL"" - The 3rd full-length album from FALL CLASSIC",Help Fall Classic release their 3rd Full-Length Album - GOSPEL - on vinyl with fancy mastering.,3000,30,41.878114,-87.629798,music,indie rock,1,30
Mine To Avenge: Book of Layla #1-3,"In a time of technological marvels, an ancient evil rises. The 3rd chapter in the Book Of Layla is here.",4700,30,33.697147,-117.185294,comics,comic books,1,30
HOW WE GROW Movie,12 HOURS OR LESS to back our film! Every dollar we get from here will go directly towards distributing this crucial message w/the world,20000,30.45730324,39.402205,-107.211163,film & video,documentary,1,30.45730324
Death to Magic fantasy novel,Fantasy novel pitting wizards against vampires in a world where magic is dying out and can only be saved by the twins of the prophecy.,250,30,37.687176,-97.330053,publishing,fiction,1,30
Hyperion Playing Cards,A Stunningly Crafted Custom Deck of Playing Cards. Featuring Bold Typography and a Beautiful Simplicity Sure To Capture The Eye.,2000,30,51.507218,-0.127586,design,typography,1,30
Together in LOVE 1.5 in Enamel Pins #BlackLivesMatter #Pride,Together In LOVE Enamel Pins celebrating BlackLivesMatter and Pride of all kinds.,200,14,35.994033,-78.898619,art,social practice,1,14
Quick Brown Fox Letterpress: A Restoration Project,"Help me to restore this salvaged, antique Golding Jobber letterpress and start my very own printshop in Brooklyn.",3500,30,40.678178,-73.944158,publishing,letterpress,1,30
Wanderlust: Dance,Wanderlust: Experiments in Virtual and Corporeal Travel is a collaborative transmedia dance performance experiment.,3000,29.95833333,43.263013,-2.934985,dance,residencies,1,29.95833333
Commodore Touchdown: A New Album by TV's Kyle,Kyle A. Carrozza (creator of Cartoon Network's Mighty Magiswords) has a new album of catchy pop/rock on Needlejuice Records.,5000,30,39.739236,-104.990251,music,comedy,1,30.00001157
Jewel Damzel - Interactive Wear,"Augmented reality clothing, on a sharing economy platform in which music artists, designers and celebrities can expose their work!",25000,30.95416667,25.790654,-80.130045,technology,wearables,0,0
NATURE LOVE: Worldâ€˜s First Solar Charger with UV-STERILIZER,"The Power Bank with 12 FEATURES: UV-Sterilizer, Wireless Fast Charging, Torch Light, Charging 4x Devices at Once & MUCH MORE",25000,30,51.507218,-0.127586,technology,gadgets,0,0
Data Science Courses by aisciences.net,Learn everything about Data Science and AI with Python,5000,30,48.856614,2.352222,technology,apps,0,0
Beverages by the Bay,The one stop shop for delicious beverages by the Bay.,8000,28.01851852,40.678178,-73.944158,food,drinks,0,0
The Grateful CrÃªpe-Mobile Food Truck/Trailer in Cedar Rapids,We are launching Cedar Rapidsâ€™ very FIRST Mobile Creperie Food Truck! We are bringing crÃªpes to the streets & markets of Cedar Rapids!,25000,44.95833333,41.97788,-91.665623,food,food trucks,0,0
Be apart of the Change,I am recording an ispirational album that will promote Change to help stop the Crimes and Violence within our communities.,7777,15.38513889,39.606779,-75.833272,music,faith,0,0
Happy New Year's Starring James Bergert & Janet Stinson,A group of great people that has the passion to become great and get better with there talent. Project HNY gives them opportunity.,4000,30,41.520052,-81.556235,film & video,thrillers,0,0
Turbo Pot-Cooking for a Sustainable Life Style,Turbo Pots- the amazing cooking experience.,15000,30,37.441883,-122.143019,food,restaurants,0,0
Nick J. Thyson - Bassline Junk (New album),"One of three albums in a trilogy of a (21 yo.) genre-bending musician that quotes: ""Whatever sounds good, feels good"".",20000,30,40.712775,-74.005973,music,electronic music,0,0
Fruits Basket Acrylic Charms,"3"" Double sided charms of beloved Furuba characters!",220,7.048888889,39.115531,-94.626787,art,digital art,0,0
Sweet Schmitt's Candy Store front,"We create gourmet, made by hand candy. Marshmallows, Caramels and Nut Clusters.",2500,44.95833333,37.971559,-87.57109,food,small batch,0,0
Jillion: An Open-Source JavaScript Framework for HTTP/2,"An all-in-one solution to emerge from the convoluted space of module loaders, bundlers and other types of resource managers.",25000,29.95833333,40.712775,-74.005973,technology,software,0,0
Shell & Paddy,"Shell & Paddy is a 2D animation cartoon with 4 minutes of slapstick surreal humour staring two animal characters in weird, wacky world.",2000,30,49.95652,-6.269088,film & video,animation,0,0
STATUE OF GRAND OLE OPRY STAR MINNIE PEARL,BUILDING A STATUE OF GRAND OLE OPRY STAR MINNIE PEARL FROM CHICKEN WIRE,10000,30,36.164495,-86.796565,art,sculpture,0,0
No Plan Truck & Tear-Drop Trailer,"He crafted the tear-drop trailer, now he needs the truck to match.",10000,32.30700231,34.052234,-118.243685,crafts,woodworking,0,0
GROOVER worlds best electric kick scooter,"You want to charge anywhere? Remove the carbon handel bar, lock the board in your car or somwhere and carry just 2kg/4lbs.",150000,30,47.070714,15.439504,technology,hardware,0,0
Boudoir Beauties,MEIN TRAUM VOM EIGENEN BILDBAND,1200,35,52.520007,13.404954,photography,people,0,0
GeoStage: Multiplayer Location Based Games of Tag,GeoStage is a multiplayer location based app that lets people play games of tag like assassin and battle royale.,200,60,42.262593,-71.802293,games,mobile games,0,0
Live from the SouthSide,Recording life introspective studio album,500,15.04166667,28.271676,-82.719545,music,hip-hop,0,0
The Beaded Bandeau,"The Beaded Bandeau creates special, one of a kind, handmade head and hair pieces. Stand out with a timeless and versatile hair piece.",1000,30,35.282752,-120.659616,fashion,jewelry,0,0
Design in Action,Students create design for panels in their gym showcasing athletic teams in action.,600,60,41.878114,-87.629798,design,graphic design,0,0
Growing Pains,"Growing Pains is a short film following the story of an unemployed imaginary friend, Felix, on his journey to find a new job.",1000,30,50.152571,-5.06627,film & video,comedy,0,0
Mission: BSO's Journey to the Mecca of Steel Drums!,"Join us as we make this pilgrimage to the land of steel drums where we will learn, share and develop steel pan within our community",35000,60,10.66032,-61.508562,music,world music,0,0
JIVIN - LET THE COMPETITION BEGIN,"Vote for artists PERFORMANCES,view real-time LEADERBOARD rankings,view saved winners on the WALL OF FAME,and search events nationwide!",100000,30,41.394817,-73.454011,technology,web,0,0
A COCKTAIL OF GLAMOUR & ANARCHY NYC FALL TOUR 2011,"A myriad of events that serve as a filter for the entire camp life style, where illusion becomes reality and fantasy becomes truth.",4000,44.09946759,40.712775,-74.005973,art,performance art,0,0
OrchidBodyEssentials,Essentials for the bathroom! bath bombs are just the beginning!,600,31.93591435,40.760779,-111.891047,crafts,diy,0,0
Columbus! Something New,"Columbus, Ohio is growing by leaps and bounds.Columbus! Something New wants to help you keep up and get out the word!",3000,30,39.961176,-82.998794,journalism,web,0,0
DINO MIGHT - A reality show with a big bang,Help an unlikely crew hunt the prehistoric past with technology from the present. Will they hit it big? Bring the adventure to life.,15000,31,38.982228,-94.670792,film & video,television,0,0
Souls Endurant,"Roxie's dad was a policeman, Mikey's dad a criminal. Their lives are more intertwined than they knew, can love truly overcome anything?",9000,30,52.027392,-113.950196,publishing,young adult,0,0
HIDDEN SECRETS - Short Movie,"""Let me take care of you.""",7000,30,33.748995,-84.387982,film & video,drama,0,0
Feed Africa : A drip irrigated farm for Guinea,Introducting drip irrigation farming in Guinea,18500,35,9.641185,-13.578401,food,farms,0,0
Photography Masterclass,A photography e-book on how to take great photographs.,1000,30,51.507218,-0.127586,photography,photobooks,0,0
MARY - The Mature Voice of Cannabis Culture,A lifestyle magazine that explores ways for readers to educate & enlighten themselves on the culture of cannabis. Coming Spring 2015.,85000,30.95833333,40.712775,-74.005973,publishing,periodicals,0,0
AlexPrints- Photographer and Dreamer,"AlexPrints is a Leeds based photographer and daydreamer who, through her doodle designs hopes to inspire people to travel the world!",500,19.78047454,53.800755,-1.549077,photography,places,0,0
Stuck,Intrappolati nell'oscuritÃ ,4000,60,38.130886,13.344359,film & video,horror,0,0
"A Rose, Letâ€™s leave something behind for generations to come","Oversized Rose sculptures for cities, corporations, parks",15000,60,39.099727,-94.578567,art,public art,0,0
Lid. Clothing,"Bringing the 'personal' back into personalisation! A range of stylish hats ready for summer, branded with your very own signature.",5000,60,52.406822,-1.519693,fashion,ready-to-wear,0,0
Mermaster,LGBT equality in maritime fantasy/reality. Mixed Social Media.,15000,60,14.599512,120.984219,art,conceptual art,0,0
Burning With Color Series,Nonprofit owner looking to make a name in Art; seeking seed money for business through Burning With Color,17000,59.95833333,41.760585,-88.320072,art,painting,0,0
ANKH Episode 1 - Endings and Beginnings,After the murder of his grandfather Daryl embarks on an epic adventure in this original science fiction audio drama production.,650,45,27.273049,-80.358226,publishing,radio & podcasts,0,0
Artistic Expression â€¢â—‹Â°,Expressing imagination through Artâ€¢Â°â—‹â—,3000,30.04166667,27.842803,-82.699544,art,mixed media,0,0
"Maps: Here, There, Everywhere",For the new generation of young academics to take their place in the world they need to know their place in it.,50000,30,39.768403,-86.158068,publishing,academic,0,0
Expanding The Reach of Haiku American Style,"After 4 years writing 210 haiku on human traits with photos and commentary,I intend to make the published book more affordable.",15000,27.42659722,40.343286,-111.720761,publishing,poetry,0,0
Una casa nel bosco: un luogo incantato per bambini felici,Un luogo per i bambini dove sperimentare il metodo montessori con un laboratorio dove poter disegnare e creare tutti i giochi a mano,5000,53.97371528,44.494887,11.342616,games,live games,0,0
Both Sides of the Same Coin,"One woman's incredible true-life story of her struggle to learn and understand her own birth identity, and the challenges she overcame",15500,60.04166667,39.063871,-108.550649,journalism,print,0,0
R.U.R. at New Muses Theatre Company,"Rossumâ€™s Universal Robots are the perfect workforce, without emotions, needs, or souls. But they are changing. Becoming more like us...",1300,21.43332176,47.252877,-122.444291,theater,plays,0,0
NASA Bedroom Slippers,Cool. Stylish. Trendy. Comfortable.,30000,30.05791667,37.540725,-77.436048,fashion,footwear,0,0
Swan Pool Rails,The Swan Pool Rail is an elegant addition to any swimming pool.   It is a beautiful sculpture as well and a great handrail.,15000,60,26.616756,-80.068448,design,architecture,0,0
Mystery and Wonder,"Riveting â€” this album, a cool breeze of relaxation, a chakra-shaken, heart-quaking, magic bullet of love.",12000,30,47.606209,-122.332071,music,jazz,0,0
Surprisingly Complicated,Web series inspired by a family with twin boys on the autism spectrum,36500,60,40.712775,-74.005973,film & video,webseries,0,0
Project WW2.0,"A Video Vault to capsture new/fresh interviews ASAP from surviving WW2 vets, civilian soldiers and other ""players"" in the WW2 theatre.",20000,10,39.952584,-75.165222,journalism,video,0,0
Plant-Based Living for Performers,Online Vegan Education to Increase Performer's Health & Well-being,1500,21,51.507218,-0.127586,food,vegan,0,0
Heidi Rickard's Debut Album - Lost in the Woods,"Did my debut EP,  & now I'm making my first full-length album.  Looking for some vision-catchers to join me in bringing it to life!",13500,29.70261574,35.898908,14.514553,music,pop,0,0
Michael King,"This particular film will be one of intensity, passion, action,humor, grotesquely horrifying ,enjoyable,fictional and supernatural film",100000,59.95833333,51.507218,-0.127586,film & video,action,0,0
Home Zen Garden,Explore ephemerality in the spirit of the Zen gardens of Japan.,8000,30.04166667,48.856614,2.352222,publishing,art books,0,0
Studio Stage Revival,We are a theatrical Irish dance school in need of sponsors to help us get the stage and equipment needed to put on quality performances,25000,30,39.194164,-96.071104,dance,performances,0,0
SOLFEGE TV - a new music video network,An independent network for independent artists. Watch old-school TV feed or video clips. Network profits shared with artists.,1000000,30,41.014542,-73.872635,film & video,music videos,0,0
3D Printer Filament Storage Stand that Dries Filament,3D Filament is sensitive to moisture absorption so we created a storage system that keeps your filament dry while you print.,25000,30,43.546022,-96.731265,technology,3d printing,0,0
